epoch,step,train_loss,val_acc,val_loss
46,2349,,0.10499999672174454,7.06141471862793
47,2399,0.15322400629520416,,
47,2399,,0.10499999672174454,7.1297101974487305
48,2449,0.09109747409820557,,
48,2449,,0.10499999672174454,7.16737174987793
49,2499,0.01872166432440281,,
49,2499,,0.10000000149011612,7.231127738952637
50,2549,0.05511648952960968,,
50,2549,,0.0949999988079071,7.274078845977783
51,2599,0.17222705483436584,,
51,2599,,0.0949999988079071,7.312129497528076
52,2649,0.1155366450548172,,
52,2649,,0.0949999988079071,7.324896812438965
53,2699,0.08881780505180359,,
53,2699,,0.0949999988079071,7.378648281097412
54,2749,0.05465695261955261,,
54,2749,,0.0949999988079071,7.4113359451293945
55,2799,0.17338477075099945,,
55,2799,,0.10000000149011612,7.460820198059082
56,2849,0.03589167445898056,,
56,2849,,0.10000000149011612,7.482179164886475
57,2899,0.07333054393529892,,
57,2899,,0.0949999988079071,7.529001235961914
58,2949,0.040511079132556915,,
58,2949,,0.10000000149011612,7.6012420654296875
59,2999,0.01927807368338108,,
59,2999,,0.0949999988079071,7.651693820953369
60,3049,0.05634311959147453,,
60,3049,,0.09000000357627869,7.7036519050598145
61,3099,0.07528339326381683,,
61,3099,,0.09000000357627869,7.750355243682861
62,3149,0.04045160487294197,,
62,3149,,0.09000000357627869,7.729188919067383
63,3199,0.02163184992969036,,
63,3199,,0.09000000357627869,7.753640651702881
64,3249,0.18710064888000488,,
64,3249,,0.09000000357627869,7.761880397796631
65,3299,0.02356395497918129,,
65,3299,,0.09000000357627869,7.836670398712158
66,3349,0.01755637116730213,,
66,3349,,0.09000000357627869,7.870845794677734
67,3399,0.017923571169376373,,
67,3399,,0.09000000357627869,7.913273811340332
68,3449,0.01784873753786087,,
68,3449,,0.0949999988079071,7.964161396026611
69,3499,0.01300018560141325,,
69,3499,,0.10000000149011612,7.974667549133301
70,3549,0.02973068691790104,,
70,3549,,0.0949999988079071,7.994388580322266
71,3599,0.017095616087317467,,
71,3599,,0.10000000149011612,7.990220546722412
72,3649,0.012340506538748741,,
72,3649,,0.10000000149011612,8.050531387329102
73,3699,0.06685073673725128,,
73,3699,,0.0949999988079071,8.055527687072754
74,3749,0.013591118156909943,,
74,3749,,0.08500000089406967,8.11410140991211
75,3799,0.028351228684186935,,
75,3799,,0.08500000089406967,8.16349983215332
76,3849,0.01346939243376255,,
76,3849,,0.09000000357627869,8.212542533874512
77,3899,0.33609625697135925,,
77,3899,,0.10000000149011612,8.21538257598877
78,3949,0.084075927734375,,
78,3949,,0.0949999988079071,8.24691390991211
79,3999,0.028081441298127174,,
79,3999,,0.0949999988079071,8.240198135375977
80,4049,0.03063970059156418,,
80,4049,,0.08500000089406967,8.300220489501953
81,4099,0.015803096815943718,,
81,4099,,0.09000000357627869,8.326216697692871
82,4149,0.03416500985622406,,
82,4149,,0.09000000357627869,8.360400199890137
83,4199,0.01187923178076744,,
83,4199,,0.09000000357627869,8.375356674194336
84,4249,0.024816593155264854,,
84,4249,,0.09000000357627869,8.411748886108398
85,4299,0.02077469602227211,,
85,4299,,0.08500000089406967,8.451339721679688
86,4349,0.014645330607891083,,
86,4349,,0.0949999988079071,8.460479736328125
87,4399,0.01044063363224268,,
87,4399,,0.0949999988079071,8.474373817443848
88,4449,0.0035448973067104816,,
88,4449,,0.10000000149011612,8.501514434814453
89,4499,0.00622074818238616,,
89,4499,,0.10000000149011612,8.524397850036621
90,4549,0.026523368433117867,,
90,4549,,0.10999999940395355,8.54694938659668
91,4599,0.011023730039596558,,
91,4599,,0.10499999672174454,8.584718704223633
92,4649,0.01082368940114975,,
92,4649,,0.0949999988079071,8.618803024291992
93,4699,0.003737332997843623,,
93,4699,,0.08500000089406967,8.65455150604248
94,4749,0.030384967103600502,,
94,4749,,0.09000000357627869,8.690011978149414
95,4799,0.1071479320526123,,
95,4799,,0.0949999988079071,8.693310737609863
96,4849,0.03627545386552811,,
96,4849,,0.09000000357627869,8.723684310913086
97,4899,0.014951604418456554,,
97,4899,,0.0949999988079071,8.730127334594727
98,4949,0.003476953599601984,,
98,4949,,0.0949999988079071,8.778282165527344
99,4999,0.10225339233875275,,
99,4999,,0.0949999988079071,8.798340797424316
100,5049,0.014076275750994682,,
100,5049,,0.10499999672174454,8.821979522705078
101,5099,0.05349301919341087,,
101,5099,,0.10499999672174454,8.824546813964844
102,5149,0.1363261640071869,,
102,5149,,0.10499999672174454,8.932489395141602
103,5199,0.03557513281702995,,
103,5199,,0.10000000149011612,8.937843322753906
104,5249,0.004598654806613922,,
104,5249,,0.11999999731779099,8.93053913116455
105,5299,0.0022591527085751295,,
105,5299,,0.10999999940395355,8.936664581298828
106,5349,0.2686174809932709,,
106,5349,,0.11500000208616257,8.912101745605469
107,5399,0.01558332983404398,,
107,5399,,0.10999999940395355,8.928936958312988
108,5449,0.031644757837057114,,
108,5449,,0.10999999940395355,8.97406005859375
109,5499,0.0192768145352602,,
109,5499,,0.11500000208616257,9.044864654541016
110,5549,0.048917073756456375,,
110,5549,,0.10999999940395355,9.147673606872559
111,5599,0.016589384526014328,,
111,5599,,0.10000000149011612,9.201729774475098
112,5649,0.015244093723595142,,
112,5649,,0.10999999940395355,9.197942733764648
113,5699,0.05712158977985382,,
113,5699,,0.10999999940395355,9.207541465759277
114,5749,0.0037198488134890795,,
114,5749,,0.10499999672174454,9.265427589416504
115,5799,0.1750745177268982,,
115,5799,,0.10000000149011612,9.272504806518555
116,5849,0.019863322377204895,,
116,5849,,0.10000000149011612,9.2809419631958
117,5899,0.014575514942407608,,
117,5899,,0.09000000357627869,9.320596694946289
118,5949,0.05874347314238548,,
118,5949,,0.0949999988079071,9.334060668945312
119,5999,0.02669067680835724,,
119,5999,,0.08500000089406967,9.415706634521484
120,6049,0.0027068459894508123,,
120,6049,,0.10499999672174454,9.438370704650879
121,6099,0.019097426906228065,,
121,6099,,0.10000000149011612,9.458810806274414
122,6149,0.0016701861750334501,,
122,6149,,0.10499999672174454,9.441832542419434
123,6199,0.01890433020889759,,
123,6199,,0.10000000149011612,9.479053497314453
124,6249,0.06119862198829651,,
124,6249,,0.10999999940395355,9.502184867858887
125,6299,0.012483583763241768,,
125,6299,,0.10499999672174454,9.554617881774902
126,6349,0.0009883159073069692,,
126,6349,,0.10999999940395355,9.5974702835083
127,6399,0.0037310521584004164,,
127,6399,,0.11500000208616257,9.60778522491455
128,6449,0.0016440937761217356,,
128,6449,,0.10999999940395355,9.639363288879395
129,6499,0.012367082759737968,,
129,6499,,0.10499999672174454,9.701704978942871
130,6549,0.015859533101320267,,
130,6549,,0.10499999672174454,9.716656684875488
131,6599,0.012129171751439571,,
131,6599,,0.10000000149011612,9.702012062072754
132,6649,0.014994457364082336,,
132,6649,,0.0949999988079071,9.754329681396484
133,6699,0.007565171457827091,,
133,6699,,0.0949999988079071,9.764822006225586
134,6749,0.003212379990145564,,
134,6749,,0.10000000149011612,9.846920013427734
135,6799,0.00171415857039392,,
135,6799,,0.10000000149011612,9.875811576843262
136,6849,0.0016552183078601956,,
136,6849,,0.10000000149011612,9.871557235717773
137,6899,0.0028268464375287294,,
137,6899,,0.0949999988079071,9.908129692077637
138,6949,0.002125531667843461,,
138,6949,,0.0949999988079071,9.945603370666504
139,6999,0.010793227702379227,,
139,6999,,0.0949999988079071,9.935600280761719
140,7049,0.10201258212327957,,
140,7049,,0.10000000149011612,9.923608779907227
141,7099,0.0014139077393338084,,
141,7099,,0.10499999672174454,9.923628807067871
142,7149,0.006748663727194071,,
142,7149,,0.0949999988079071,9.955181121826172
143,7199,0.0035387957468628883,,
143,7199,,0.10000000149011612,9.853281021118164
144,7249,0.0009280032245442271,,
144,7249,,0.10499999672174454,9.894855499267578
145,7299,0.0007822823245078325,,
145,7299,,0.10499999672174454,9.916678428649902
146,7349,0.0019714657682925463,,
146,7349,,0.10000000149011612,10.000480651855469
147,7399,0.00045713031431660056,,
147,7399,,0.10000000149011612,9.992315292358398
148,7449,0.0026835198514163494,,
148,7449,,0.10499999672174454,10.005202293395996
149,7499,0.000724136654753238,,
149,7499,,0.10499999672174454,10.002964973449707
150,7549,0.045023903250694275,,
150,7549,,0.10000000149011612,9.976921081542969
151,7599,0.012416833080351353,,
151,7599,,0.0949999988079071,10.152447700500488
152,7649,0.00407475046813488,,
152,7649,,0.10000000149011612,10.11001968383789
153,7699,0.0003347129968460649,,
153,7699,,0.10000000149011612,10.126997947692871
154,7749,0.00787026435136795,,
154,7749,,0.10000000149011612,10.134476661682129
155,7799,0.00274594291113317,,
155,7799,,0.10000000149011612,10.178281784057617
156,7849,0.006372170057147741,,
156,7849,,0.0949999988079071,10.188190460205078
157,7899,0.000934596115257591,,
157,7899,,0.0949999988079071,10.213754653930664
158,7949,0.12743812799453735,,
158,7949,,0.0949999988079071,10.265210151672363
159,7999,0.0006112789269536734,,
159,7999,,0.10000000149011612,10.271449089050293
160,8049,0.0034299527760595083,,
160,8049,,0.10499999672174454,10.241582870483398
161,8099,0.003290879540145397,,
161,8099,,0.10499999672174454,10.265643119812012
162,8149,0.013536113314330578,,
162,8149,,0.0949999988079071,10.292084693908691
163,8199,0.00021398944954853505,,
163,8199,,0.10999999940395355,10.339438438415527
164,8249,0.004400230478495359,,
164,8249,,0.10499999672174454,10.370885848999023
165,8299,0.0009258924401365221,,
165,8299,,0.10999999940395355,10.388958930969238
166,8349,0.06455951929092407,,
166,8349,,0.10999999940395355,10.39828872680664
167,8399,0.006225805263966322,,
167,8399,,0.10999999940395355,10.443388938903809
168,8449,0.10242563486099243,,
168,8449,,0.11999999731779099,10.516419410705566
169,8499,0.08951768279075623,,
169,8499,,0.10000000149011612,10.569601058959961
170,8549,0.00917787291109562,,
170,8549,,0.10999999940395355,10.629345893859863
171,8599,0.0010099040810018778,,
171,8599,,0.10499999672174454,10.668195724487305
172,8649,0.003619387513026595,,
172,8649,,0.10499999672174454,10.713470458984375
173,8699,0.07046814262866974,,
173,8699,,0.0949999988079071,10.680438995361328
174,8749,0.0010684807784855366,,
174,8749,,0.10000000149011612,10.734936714172363
175,8799,0.0008384128450416028,,
175,8799,,0.10000000149011612,10.80532455444336
176,8849,0.005391388200223446,,
176,8849,,0.10000000149011612,10.866106033325195
177,8899,0.0007014463189989328,,
177,8899,,0.10000000149011612,10.896872520446777
178,8949,0.07203682512044907,,
178,8949,,0.10499999672174454,10.945329666137695
179,8999,0.00031628101714886725,,
179,8999,,0.10999999940395355,10.9401273727417
180,9049,0.008034055121243,,
180,9049,,0.10999999940395355,10.935785293579102
181,9099,0.006407428532838821,,
181,9099,,0.10499999672174454,10.972339630126953
182,9149,0.0036027252208441496,,
182,9149,,0.10499999672174454,10.971113204956055
183,9199,0.009909693151712418,,
183,9199,,0.10499999672174454,10.956493377685547
184,9249,0.002726671053096652,,
184,9249,,0.10499999672174454,10.991525650024414
185,9299,0.001098519074730575,,
185,9299,,0.10999999940395355,11.0326509475708
186,9349,0.08703697472810745,,
186,9349,,0.10000000149011612,11.04136848449707
187,9399,0.0012550080427899957,,
187,9399,,0.09000000357627869,11.069209098815918
188,9449,0.0007727484917268157,,
188,9449,,0.0949999988079071,11.073112487792969
189,9499,0.0024251940194517374,,
189,9499,,0.10000000149011612,11.113377571105957
190,9549,0.05622391402721405,,
190,9549,,0.10499999672174454,11.174968719482422
191,9599,0.0005003052647225559,,
191,9599,,0.10000000149011612,11.226554870605469
192,9649,0.0019114924361929297,,
192,9649,,0.10999999940395355,11.235058784484863
193,9699,0.0014842443633824587,,
193,9699,,0.10999999940395355,11.226831436157227
194,9749,0.005103725474327803,,
194,9749,,0.10499999672174454,11.232268333435059
195,9799,0.0004558914515655488,,
195,9799,,0.10499999672174454,11.263684272766113
196,9849,0.0001652099599596113,,
196,9849,,0.10000000149011612,11.23477554321289
197,9899,0.0036205165088176727,,
197,9899,,0.10000000149011612,11.272273063659668
198,9949,0.0001476033212384209,,
198,9949,,0.10000000149011612,11.298897743225098
199,9999,0.00495183328166604,,
199,9999,,0.10499999672174454,11.431063652038574
